
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Irinotecan Hydrochloride Injection","Ingenus Pharmaceuticals LLC","866-321-5031","Irinotecan Hydrochloride, Injection, 40 mg/2 mL (NDC 50742-401-02)","New","02/24/2026","","A business decision was made to discontinue manufacture of the drug.","","","Oncology","To Be Discontinued","","02/24/2026","02/24/2026","","","","","","",""
"Irinotecan Hydrochloride Injection","Ingenus Pharmaceuticals LLC","866-321-5031","Irinotecan Hydrochloride, Injection, 100 mg/5 mL (NDC 50742-402-05)","New","02/24/2026","","A business decision was made to discontinue manufacture of the drug.","","","Oncology","To Be Discontinued","","02/24/2026","02/24/2026","","","","","","",""
"Iron Sucrose Injection","Mylan Institutional, a Viatris Company","800-796-9526","Iron Sucrose, Injection, 50 mg/2.5 mL (NDC 67457-957-99)","New","05/21/2026","","A business decision has been made to discontinue of 2.5mL presentation only. Continuity of supply is forecasted across all other presentations of Iron Sucrose: 67457-639-10 Iron Sucrose 20mg/mL 10mL SDV 5PK 67457-638-10 Iron Sucrose 20mg/mL 5mL SDV 10PK 67457-638-25 Iron Sucrose 20mg/mL 5mL SDV 25PK.","","","Hematology","To Be Discontinued","","05/21/2026","05/21/2026","","","","","","",""
"Isocarboxazid Tablet","Lifsa Drugs LLC","833.627.0070","Marplan, Tablet, 10 mg, 100 count bottle (NDC 72336-032-01)","Revised","08/06/2026","Limited Availability","Estimated recovery: TBD","","Other","Psychiatry","Current","","","04/16/2026","","","","","","",""
"Itraconazole Capsule","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736)","Sporanox, Capsule, 100 mg (NDC 10147-1700-3)","New","02/27/2026","","Discontinuation of the manufacture of the drug","","","Anti-Infective; Other","To Be Discontinued","","02/27/2026","02/27/2026","","","","","","",""
"Itraconazole Capsule","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736)","Sporanox, Capsule, 100 mg (NDC 50458-290-01)","New","02/27/2026","","Discontinuation of the manufacture of the drug","","","Anti-Infective; Other","To Be Discontinued","","02/27/2026","02/27/2026","","","","","","",""
"Itraconazole Capsule","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736)","Sporanox, Capsule, 100 mg (NDC 50458-290-04)","New","02/27/2026","","Discontinuation of the manufacture of the drug","","","Anti-Infective; Other","To Be Discontinued","","02/27/2026","02/27/2026","","","","","","",""
"Ivabradine Hydrochloride Tablet","Amgen Inc.","1-800-772-6436","Corlanor, Tablet, eq. 5 mg base (NDC 55513-800-60)","New","03/24/2026","","Discontinuation of the manufacture of the drug product","","","Cardiovascular","To Be Discontinued","","01/01/2026","03/24/2026","","","","","","",""
"Ivabradine Hydrochloride Tablet","Amgen Inc.","1-800-772-6436","Corlanor, Tablet, eq. 7.5 mg base (NDC 55513-810-60)","New","03/24/2026","","Discontinuation of the manufacture of the drug product","","","Cardiovascular","To Be Discontinued","","01/01/2026","03/24/2026","","","","","","",""
"Ivabradine Solution","Amgen Inc.","1-800-772-6436","Corlanor, Solution, 5 mg/5 mL (NDC 55513-813-28)","New","03/24/2026","","Discontinuation of the manufacture of the drug product","","","Cardiovascular","To Be Discontinued","","01/01/2026","03/24/2026","","","","","","",""
"Ketamine Hydrochloride Injection","Pfizer Inc.","844-646-4398","Ketamine Hydrochloride, Injection, 500 mg/5mL (100 mg/mL); Multiple Dose Glass Fliptop Vial Novaplus (NDC 0409-0040-10)","New","11/07/2025","","Discontinuation of the manufacture of the drug","","","Anesthesia","To Be Discontinued","","11/07/2025","11/07/2025","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","833-291-9645","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 25021-701-01)","Reverified","07/22/2026","Available","","","Demand increase for the drug","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","833-291-9645","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 25021-700-01)","Reverified","07/22/2026","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","833-291-9645","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 25021-701-02)","Reverified","07/22/2026","Available","","","Demand increase for the drug","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Alembic Pharmaceuticals","908-393-9604","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 62332-599-25)","Reverified","05/15/2026","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Alembic Pharmaceuticals","908-393-9604","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 62332-600-25)","Reverified","05/15/2026","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Alembic Pharmaceuticals","908-393-9604","Ketorolac Tromethamine, Injection, 60 mg/2 mL (NDC 62332-601-25)","Reverified","05/15/2026","Available","","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Baxter Healthcare","888-229-0001","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0338-0069-10)","Reverified","08/17/2026","Unavailable","Estimated recovery: January 2027","","Demand increase for the drug","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 63323-161-01)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 63323-162-01)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 63323-162-02)","Reverified","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Sagent Pharmaceuticals","866-625-1618","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 25021-700-01)","Revised","08/18/2026","Limited Availability","Estimated recovery: late September 2026","","Delay in shipping of the drug","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Sagent Pharmaceuticals","866-625-1618","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 25021-701-02)","Reverified","08/18/2026","Available","","","","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Sagent Pharmaceuticals","866-625-1618","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 25021-701-01)","Reverified","08/18/2026","Available","","","","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0409-3793-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2027; Shortage per Manufacturer: Manufacturing Delay","","Other","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0409-3795-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: June 2027; Shortage per Manufacturer: Manufacturing Delay","","Other","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Ketorolac Tromethamine, Injection, 60 mg/2 mL (30 mg/mL) (NDC 0409-3796-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2027; Shortage per Manufacturer: Manufacturing Delay","","Other","Analgesia/Addiction","Current","","","03/26/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Baxter Healthcare","888-229-0001","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0338-0072-25)","Revised","08/17/2026","Unavailable","Estimated recovery: October 2026","","Demand increase for the drug","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 76045-107-10)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 76045-104-10)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Other","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Fresenius Kabi USA, LLC","888-386-1300","Ketorolac Tromethamine, Injection, 60 mg/2 mL (NDC 76045-105-20)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Other","Analgesia/Addiction","Current","","","03/23/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 0641-6041-25)","Reverified","08/13/2026","Unavailable","Estimated recovery: TBD","","Other","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0641-6042-25)","Reverified","08/13/2026","Unavailable","Estimated recovery: TBD","","Other","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 0641-6043-25)","Reverified","08/13/2026","Unavailable","Estimated recovery: TBD","","Other","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","833-291-9645","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 72266-118-25)","Reverified","07/22/2026","Available","Distributed by Fosun Pharma USA, Inc.. To order, contact: 833-291-9645.","","Demand increase for the drug","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Injection","Gland Pharma Limited","833-291-9645","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 72266-119-25)","Reverified","07/22/2026","Available","Distributed by Fosun Pharma USA, Inc.. To order, contact: 833-291-9645.","","Demand increase for the drug","Analgesia/Addiction","Current","","","06/06/2018","","","","","","",""
"Ketorolac Tromethamine Tablet","Mylan Pharmaceuticals Inc., a Viatris Company","877-446-3679","Ketorolac Tromethamine, Tablet, 10 mg (NDC 0378-1134-01)","New","04/20/2026","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction","To Be Discontinued","","04/20/2026","04/20/2026","","","","","","",""
"Lamotrigine Tablet, Extended Release","Par Health, Inc.","800-828-9393","Lamotrigine, Tablet, Extended Release, 25 mg (NDC 49884-561-11)","New","04/29/2026","","Discontinuation of the manufacture of the drug","","","Neurology","To Be Discontinued","","04/29/2026","04/29/2026","","","","","","",""
"Lamotrigine Tablet, Extended Release","Par Health, Inc.","800-828-9393","Lamotrigine, Tablet, Extended Release, 50 mg (NDC 49884-562-11)","New","04/29/2026","","Discontinuation of the manufacture of the drug","","","Neurology","To Be Discontinued","","04/29/2026","04/29/2026","","","","","","",""
"Lamotrigine Tablet, Extended Release","Par Health, Inc.","800-828-9393","Lamotrigine, Tablet, Extended Release, 100 mg (NDC 49884-563-11)","New","04/29/2026","","Discontinuation of the manufacture of the drug","","","Neurology","To Be Discontinued","","04/29/2026","04/29/2026","","","","","","",""
"Lamotrigine Tablet, Extended Release","Par Health, Inc.","800-828-9393","Lamotrigine, Tablet, Extended Release, 200 mg (NDC 49884-564-11)","New","04/29/2026","","Discontinuation of the manufacture of the drug","","","Neurology","To Be Discontinued","","04/29/2026","04/29/2026","","","","","","",""
"Lamotrigine Tablet, Extended Release","Par Health, Inc.","800-828-9393","Lamotrigine, Tablet, Extended Release, 250 mg (NDC 49884-604-11)","New","04/29/2026","","Discontinuation of the manufacture of the drug","","","Neurology","To Be Discontinued","","04/29/2026","04/29/2026","","","","","","",""
"Lamotrigine Tablet, Extended Release","Par Health, Inc.","800-828-9393","Lamotrigine, Tablet, Extended Release, 300 mg (NDC 49884-605-11)","New","04/29/2026","","Discontinuation of the manufacture of the drug","","","Neurology","To Be Discontinued","","04/29/2026","04/29/2026","","","","","","",""
"Lasmiditan Succinate Tablet","Eli Lilly and Co.","800-545-5979","Reyvow, Tablet, 50 mg (NDC 0002-4312-08)","New","11/03/2025","","A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.","","","Neurology","To Be Discontinued","","11/03/2025","11/03/2025","","","","","","",""
"Lasmiditan Succinate Tablet","Eli Lilly and Co.","800-545-5979","Reyvow, Tablet, 50 mg (NDC 0002-4312-61)","New","11/03/2025","","A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.","","","Neurology","To Be Discontinued","","11/03/2025","11/03/2025","","","","","","",""
"Lasmiditan Succinate Tablet","Eli Lilly and Co.","800-545-5979","Reyvow, Tablet, 50 mg (NDC 0002-4312-62)","New","11/03/2025","","A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.","","","Neurology","To Be Discontinued","","11/03/2025","11/03/2025","","","","","","",""
"Lasmiditan Succinate Tablet","Eli Lilly and Co.","800-545-5979","Reyvow, Tablet, 100 mg (NDC 0002-4491-08)","New","11/03/2025","","A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.","","","Neurology","To Be Discontinued","","11/03/2025","11/03/2025","","","","","","",""
"Lasmiditan Succinate Tablet","Eli Lilly and Co.","800-545-5979","Reyvow, Tablet, 100 mg (NDC 0002-4491-61)","New","11/03/2025","","A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.","","","Neurology","To Be Discontinued","","11/03/2025","11/03/2025","","","","","","",""
"Lasmiditan Succinate Tablet","Eli Lilly and Co.","800-545-5979","Reyvow, Tablet, 100 mg (NDC 0002-4491-62)","New","11/03/2025","","A business decision was made to discontinue manufacture of the 50 mg and 100 mg tablets. Distribution will end on May 31, 2026.","","","Neurology","To Be Discontinued","","11/03/2025","11/03/2025","","","","","","",""
"Leflunomide Tablet","Sanofi-Aventis U.S. LLC","800-981-2491","Arava, Tablet, 10 mg (NDC 0088-2160-30)","New","06/08/2026","","Discontinuation of the manufacture of the drug","","","Rheumatology","To Be Discontinued","","06/08/2026","06/08/2026","","","","","","",""
"Leflunomide Tablet","Sanofi-Aventis U.S. LLC","800-981-2491","Arava, Tablet, 20 mg (NDC 0088-2161-30)","New","06/08/2026","","Discontinuation of the manufacture of the drug","","","Rheumatology","To Be Discontinued","","06/08/2026","06/08/2026","","","","","","",""
"Leflunomide Tablet","Sanofi-Aventis U.S. LLC","800-981-2491","Arava, Tablet, 100 mg (NDC 0088-2162-33)","New","06/08/2026","","Discontinuation of the manufacture of the drug","","","Rheumatology","To Be Discontinued","","06/08/2026","06/08/2026","","","","","","",""
"Leflunomide Tablet","Sanofi-Aventis U.S. LLC","800-981-2491","Leflunomide, Tablet, 10 mg (NDC 0955-1735-30)","New","06/08/2026","","Discontinuation of the manufacture of the drug","","","Rheumatology","To Be Discontinued","","06/08/2026","06/08/2026","","","","","","",""
"Leflunomide Tablet","Sanofi-Aventis U.S. LLC","800-981-2491","Leflunomide, Tablet, 20 mg (NDC 0955-1737-30)","New","06/08/2026","","Discontinuation of the manufacture of the drug","","","Rheumatology","To Be Discontinued","","06/08/2026","06/08/2026","","","","","","",""
"Lidocaine Hydrochloride Injection","Anthea Pharma","Avenacy, LLC: 877-283-6229","Lidocaine Hydrochloride, Injection, 100 mg/10 mL (NDC 83634-651-10)","Revised","08/04/2026","Available","Distributed by Avenacy, LLC","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Anthea Pharma","Avenacy, LLC: 877-283-6229","Lidocaine Hydrochloride, Injection, 200 mg/20 mL (NDC 83634-651-20)","Revised","08/04/2026","Available","Distributed by Avenacy, LLC","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Anthea Pharma","Avenacy, LLC: 877-283-6229","Lidocaine Hydrochloride, Injection, 500 mg/50 mL (NDC 83634-651-50)","Revised","08/04/2026","Available","Distributed by Avenacy, LLC","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Anthea Pharma","Avenacy, LLC: 877-283-6229","Lidocaine Hydrochloride, Injection, 20 mg/2 mL (NDC 83634-653-02)","Revised","08/04/2026","Available","Distributed by Avenacy, LLC","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Anthea Pharma","Avenacy, LLC: 877-283-6229","Lidocaine Hydochloride, Injection, 50 mg/5 mL (NDC 83634-653-05)","Revised","08/04/2026","Available","Distributed by Avenacy, LLC","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Anthea Pharma","Avenacy, LLC: 877-283-6229","Lidocaine Hydrochloride, Injection, 300 mg/30 mL (NDC 83634-653-30)","Revised","08/04/2026","Available","Distributed by Avenacy, LLC","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 2%, USP (For Cardiac Use Only)  100 mg/5 mL (20 mg/mL) LifeShield® ABBOJECT® Glass Syringe (20 G x 1 1/2") (NDC 0409-4903-34)","New","11/07/2025","","Discontinuation of the manufacture of the drug","","","Analgesia/Addiction; Pediatric","To Be Discontinued","","11/07/2025","11/07/2025","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 1%, USP (For Cardiac Use Only) 50 mg/5 mL (10 mg/mL) LifeShield™ ABBOJECT® Glass Syringe (20 G x 1 1/2") (NDC 0409-4904-34)","New","11/07/2025","","Discontinuation of the manufacture of the drug","","","Anesthesia; Pediatric","To Be Discontinued","","11/07/2025","11/07/2025","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free, Injection, 300 mg/20 mL (1.5%; 15 mg/mL) (NDC 0409-4776-01)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/mL (NDC 55150-251-10)","Revised","08/06/2026","Unavailable","On backorder. Recovery: end-August 2026. Check wholesalers for inventory","","Demand increase for the drug","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 10 mg/mL (NDC 55150-252-20)","Revised","08/06/2026","Available","Check wholesalers for inventory","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 20 mg/mL (NDC 55150-254-10)","Reverified","08/06/2026","Unavailable","On backorder. Recovery: TBD. Check wholesalers for inventory","","Demand increase for the drug","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Eugia US LLC","888-238-7880","Lidocaine Hydrochloride, Injection, 20 mg/mL (NDC 55150-255-20)","Revised","08/06/2026","Unavailable","On backorder. Recovery: mid-August 2026. Check wholesalers for inventory","","Demand increase for the drug","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine Hydrochloride, Preservative Free, Injection, 10 mg/1 mL (NDC 0143-9595-25)","Reverified","08/13/2026","Available","Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine Hydrochloride, Preservative Free, Injection, 20 mg/1 mL (NDC 0143-9594-25)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured.  Product will be made available as it is released.","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 0143-9577-10)","Reverified","08/13/2026","Available","Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Lidocaine Hydrochloride, Injection, 20 mg/1 mL (NDC 0143-9575-10)","Reverified","08/13/2026","Available","Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.","","","Anesthesia","Current","","","06/13/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Spectra Medical Devices, LLC","978-657-0889 ext. 5231","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 65282-1605-1)","Reverified","05/15/2026","Unavailable","Estimated recovery: TBD","","Other","Anesthesia","Current","","","06/14/2018","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-31)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Baxter Healthcare","888-229-0001","Lidocaine Hydrochloride And Dextrose, Injection, 4 mg/1 mL (NDC 0338-0409-03)","Reverified","08/17/2026","Available","","","","Cardiovascular","Current","","","10/25/2017","","","","","","",""
"Lidocaine Hydrochloride Injection","Baxter Healthcare","888-229-0001","Lidocaine Hydrochloride And Dextrose, Injection, 8 mg/1 mL (NDC 0338-0411-02)","Reverified","08/17/2026","Available","","","","Cardiovascular","Current","","","10/25/2017","","","","","","",""
"Lidocaine Hydrochloride Injection","B. Braun Medical Inc.","800-227-2862","Lidocaine Hydrochloride And Dextrose, Injection, 5 g/100 mL; .8 g/100 mL (NDC 0264-9598-20)","Reverified","08/21/2026","Available","","","","Cardiovascular","Current","","","10/25/2017","","","","","","",""
"Lidocaine Hydrochloride Injection","B. Braun Medical Inc.","800-227-2862","Lidocaine Hydrochloride And Dextrose, Injection, 5 g/100 mL; .4 g/100 mL (NDC 0264-9594-20)","Reverified","08/21/2026","Available","","","","Cardiovascular","Current","","","10/25/2017","","","","","","",""
"Lidocaine Hydrochloride Injection","B. Braun Medical Inc.","800-227-2862","Lidocaine Hydrochloride And Dextrose, Injection, 5 g/100 mL; .4 g/100 mL (NDC 0264-9594-10)","Reverified","08/21/2026","Available","","","","Cardiovascular","Current","","","10/25/2017","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 5 mg/1 mL (NDC 63323-484-57)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 5 mg/1 mL (NDC 63323-491-57)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Lidocaine Hydrochloride In Plastic Container, Injection, 10 mg/1 mL (NDC 63323-201-02)","Revised","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Lidocaine Hydrochloride, Injection, 10 mg/1 mL (NDC 63323-201-10)","Revised","08/25/2026","Unavailable","Next release October 2026. Check wholesalers for inventory.","","Demand increase for the drug","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-485-27)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-485-57)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-27)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Other","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-57)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Xylocaine, Injection, 10 mg/1 mL (NDC 63323-492-37)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free In Plastic Container, Injection, 50 mg/5mL (1%, 10 mg/1 mL) Syringes (NDC 0409-9137-05)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride Preservative Free, Injection, 200 mg/2 mL (1%; 10 mg/mL) (NDC 0409-4713-32)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride In Plastic Container, Injection, 200 mg/20 mL (1%; 10 mg/mL) (NDC 0409-4276-01)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
"Lidocaine Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Lidocaine Hydrochloride, Injection, 300 mg/30 mL (1%; 10 mg/mL) (NDC 0409-4279-02)","Reverified","08/24/2026","Available","","","","Anesthesia; Pediatric","Current","","","02/22/2012","","","","","","",""
